net,length_um
_2030_,10.34
_0341_,10.32
_0541_,10.32
_2491_,10.32
_3064_,10.32
_0499_,10.3
_0059_,10.28
_3100_,10.26
_0295_,10.24
_3696_,10.24
Add_Rslt_s3[100],10.2
Add_Rslt_s3[102],10.2
Add_Rslt_s3[105],10.2
Add_Rslt_s3[106],10.2
Add_Rslt_s3[107],10.2
Add_Rslt_s3[10],10.2
Add_Rslt_s3[111],10.2
Add_Rslt_s3[146],10.2
Add_Rslt_s3[153],10.2
Add_Rslt_s3[158],10.2
Add_Rslt_s3[159],10.2
Add_Rslt_s3[43],10.2
Add_Rslt_s3[67],10.2
Add_Rslt_s3[7],10.2
LZA_CNT_s3[12],10.2
MaxExp_s3[19],10.2
MaxExp_s3[21],10.2
MaxExp_s3[23],10.2
_0111_,10.18
_2396_,10.18
_3079_,10.18
_3537_,10.14
_0889_,10.125
_2840_,10.12
Add_Rslt_s3[103],10.1
_0893_,10.1
_3474_,10.1
_0535_,10.08
_1460_,10.08
_2026_,10.08
_2982_,10.08
_3525_,10.08
_3553_,10.08
_1318_,10.06
_2687_,10.04
_1142_,10.02
LZA_CNT_s3[13],10.01
_0290_,10
_1597_,10
_2463_,10
_3540_,10
_3598_,10
Result_out[61],9.98
_0465_,9.98
_2546_,9.98
_1042_,9.96
_1653_,9.96
_3451_,9.95
_1324_,9.94
_2295_,9.94
_3781_,9.94
_0322_,9.9
_0835_,9.9
Result_out[10],9.88
_2830_,9.88
_2781_,9.86
_0149_,9.84
_0977_,9.84
_3565_,9.84
_3674_,9.84
_1573_,9.825
_3290_,9.82
_3330_,9.8
_0509_,9.78
Result_out[54],9.77
Add_Rslt_s3[128],9.74
Add_Rslt_s3[138],9.74
Add_Rslt_s3[144],9.74
Add_Rslt_s3[161],9.74
Add_Rslt_s3[2],9.74
Add_Rslt_s3[3],9.74
Add_Rslt_s3[44],9.74
Add_Rslt_s3[4],9.74
Add_Rslt_s3[58],9.74
Add_Rslt_s3[76],9.74
Add_Rslt_s3[82],9.74
Add_Rslt_s3[87],9.74
MaxExp_s3[16],9.74
MaxExp_s3[27],9.74
_3522_,9.74
_1930_,9.72
_2067_,9.71
_0505_,9.7
_2048_,9.7
_0532_,9.68
_0673_,9.68
_3673_,9.68
_3758_,9.68
_0826_,9.665
_3078_,9.66
_3766_,9.66
Add_Rslt_s3[37],9.65
Result_out[20],9.64
Result_out[34],9.64
Result_out[35],9.64
Result_out[44],9.64
Result_out[50],9.64
Result_out[52],9.64
Result_out[6],9.64
Result_out[8],9.64
Result_sign_s3[2],9.64
_2925_,9.64
_0558_,9.62
_1511_,9.62
_1616_,9.58
_2785_,9.54
_2993_,9.54
MaxExp_s3[18],9.53
_2648_,9.52
_3441_,9.52
Add_Rslt_s3[115],9.51
_1971_,9.5
_0935_,9.48
_2081_,9.48
_3606_,9.48
_2236_,9.46
_3268_,9.46
_3782_,9.46
_2278_,9.44
_1124_,9.42
_0846_,9.4
_1237_,9.4
_3745_,9.4
_3603_,9.38
_0003_,9.36
_2747_,9.34
_1603_,9.335
_1943_,9.3
Add_Rslt_s3[13],9.28
Add_Rslt_s3[140],9.28
_0461_,9.28
_1287_,9.28
_1358_,9.28
_3384_,9.28
_0735_,9.26
_2610_,9.26
_3634_,9.26
_1560_,9.24
_3007_,9.24
net314,9.24
_0487_,9.2
_1409_,9.19
Result_out[19],9.18
_1627_,9.16
_3119_,9.14
_1308_,9.12
_2120_,9.12
_3467_,9.12
Add_Rslt_s3[17],9.09
_2671_,9.08
_2728_,9.08
_3130_,9.08
_2888_,9.07
_2961_,9.06
_3296_,9.06
_0500_,9.04
_1047_,9.04
_1604_,9.04
_2732_,9.04
_0073_,9.02
_0105_,9.02
_0716_,9.02
_2842_,9.02
_3164_,9.02
_3256_,9.02
_2652_,8.98
Result_out[33],8.97
Result_out[13],8.96
Result_out[15],8.96
Result_out[38],8.96
Result_out[42],8.96
Result_out[55],8.96
Valid_out[1],8.96
_0217_,8.94
_0979_,8.94
_1568_,8.94
u_out_fmt.Result_out\[52\],8.94
_0710_,8.92
_0718_,8.92
_1585_,8.92
_0808_,8.9
_0840_,8.9
_0021_,8.88
_3651_,8.88
_2672_,8.86
Add_Rslt_s3[0],8.84
Add_Rslt_s3[118],8.84
Add_Rslt_s3[124],8.84
Add_Rslt_s3[129],8.84
Add_Rslt_s3[135],8.84
Add_Rslt_s3[137],8.84
Add_Rslt_s3[148],8.84
Add_Rslt_s3[26],8.84
Add_Rslt_s3[28],8.84
Add_Rslt_s3[46],8.84
Add_Rslt_s3[57],8.84
Add_Rslt_s3[6],8.84
Add_Rslt_s3[70],8.84
Add_Rslt_s3[77],8.84
Add_Rslt_s3[8],8.84
Add_Rslt_s3[90],8.84
Add_Rslt_s3[98],8.84
LZA_CNT_s3[7],8.84
MaxExp_s3[22],8.84
MaxExp_s3[31],8.84
Prec_s3[1],8.84
_1986_,8.84
_0418_,8.82
_0810_,8.82
_2090_,8.82
_3208_,8.82
_3247_,8.82
_0395_,8.8
_0531_,8.8
_0604_,8.8
_2099_,8.78
_0383_,8.76
_2628_,8.76
Add_Rslt_s3[91],8.75
Add_Rslt_s3[110],8.72
Add_Rslt_s3[119],8.72
Add_Rslt_s3[125],8.72
Add_Rslt_s3[145],8.72
Add_Rslt_s3[147],8.72
Add_Rslt_s3[152],8.72
Add_Rslt_s3[157],8.72
Add_Rslt_s3[22],8.72
Add_Rslt_s3[42],8.72
Add_Rslt_s3[5],8.72
Add_Rslt_s3[64],8.72
Add_Rslt_s3[69],8.72
Add_Rslt_s3[85],8.72
LZA_CNT_s3[1],8.72
MaxExp_s3[26],8.72
Result_sign_s3[1],8.72
_3360_,8.7
_2910_,8.68
_3668_,8.68
_1054_,8.66
_2076_,8.66
_3284_,8.66
_3514_,8.66
_2217_,8.62
Add_Rslt_s3[109],8.61
_1698_,8.6
_3708_,8.6
net311,8.6
_0015_,8.585
_0014_,8.58
_1676_,8.58
_2894_,8.56
_0410_,8.54
_2473_,8.53
_2177_,8.52
_3173_,8.52
_3741_,8.52
_0901_,8.5
_2412_,8.5
_1776_,8.48
_2611_,8.48
_3097_,8.48
_0922_,8.47
_2254_,8.46
_3063_,8.46
_3249_,8.46
_0836_,8.44
_1655_,8.44
_1783_,8.44
_3466_,8.44
_3519_,8.42
Add_Rslt_s3[1],8.41
Add_Rslt_s3[63],8.41
_2157_,8.4
_2588_,8.4
Add_Rslt_s3[49],8.38
Add_Rslt_s3[94],8.38
_0206_,8.34
_2230_,8.34
_3248_,8.34
_3447_,8.335
_3445_,8.32
_0244_,8.3
_2956_,8.3
MaxExp_s3[24],8.29
_1412_,8.28
_2683_,8.28
_0363_,8.24
net230,8.24
_1264_,8.22
_2419_,8.22
_2836_,8.2
Add_Rslt_s3[155],8.15
Add_Rslt_s3[18],8.15
_0152_,8.14
_0690_,8.14
_1550_,8.14
_0895_,8.12
_2565_,8.12
_1870_,8.1
_3170_,8.1
_0033_,8.08
_1917_,8.08
_1332_,8.06
_2189_,8.06
Result_out[28],8.04
Result_out[41],8.04
_0109_,8.04
_1131_,8.04
_2581_,8.04
_2742_,8.04
_2308_,8.02
_3154_,8.02
_3204_,8.02
_3376_,8.02
_0699_,8
_0191_,7.98
_0783_,7.98
_1065_,7.98
_2757_,7.98
_3006_,7.98
_1168_,7.94
_3786_,7.94
Add_Rslt_s3[24],7.93
Add_Rslt_s3[97],7.93
Add_Rslt_s3[38],7.92
_0449_,7.92
_3266_,7.92
_0236_,7.9
_2469_,7.9
_3231_,7.9
_0094_,7.88
_0897_,7.88
_0251_,7.87
_0683_,7.86
_0758_,7.82
_3529_,7.785
_0273_,7.76
u_out_fmt.Result_out\[56\],7.76
_2414_,7.755
_0050_,7.74
_1354_,7.74
_3457_,7.74
net277,7.74
u_out_fmt.Result_out\[40\],7.72
_0803_,7.7
_2018_,7.68
_2174_,7.68
_2561_,7.68
_0430_,7.67
_0813_,7.66
_0827_,7.66
_0883_,7.66
_1312_,7.66
_3752_,7.66
_0580_,7.64
_0719_,7.64
_0881_,7.64
_1680_,7.64
_2382_,7.64
_2641_,7.64
_0386_,7.6
_1179_,7.6
_1380_,7.6
_2992_,7.6
_1615_,7.58
_3038_,7.58
_1102_,7.56
_2385_,7.56
_3242_,7.56
_0081_,7.54
_0068_,7.52
_1173_,7.52
_3163_,7.52
MaxExp_s3[17],7.49
_0665_,7.48
_2914_,7.47
u_out_fmt.Result_out\[12\],7.465
Add_Rslt_s3[160],7.45
_0084_,7.44
_1957_,7.44
_3532_,7.44
_0823_,7.42
_3221_,7.42
_3497_,7.42
_3613_,7.42
_3303_,7.4
_2107_,7.38
Result_out[0],7.37
Result_out[47],7.37
_2600_,7.36
_2137_,7.35
_0088_,7.34
_0743_,7.34
_0545_,7.32
_2359_,7.32
_2710_,7.32
_0053_,7.28
_0098_,7.28
_3437_,7.28
Add_Rslt_s3[141],7.25
Add_Rslt_s3[154],7.25
Add_Rslt_s3[50],7.25
Add_Rslt_s3[65],7.25
_0741_,7.24
_1562_,7.24
_1652_,7.24
_2507_,7.24
_0493_,7.22
_1010_,7.22
_1769_,7.22
_2509_,7.22
_0099_,7.18
_0501_,7.18
_1649_,7.18
_1921_,7.18
_2528_,7.18
u_out_fmt.Result_out\[46\],7.18
_3463_,7.16
Add_Rslt_s3[150],7.13
Add_Rslt_s3[30],7.13
Add_Rslt_s3[72],7.13
_0723_,7.12
_0962_,7.1
_2023_,7.1
_2074_,7.08
_0194_,7.06
_0549_,7.06
_0704_,7.06
_1454_,7.06
_1936_,7.06
_2513_,7.06
_3091_,7.06
_3140_,7.05
Add_Rslt_s3[133],7.01
Add_Rslt_s3[162],7.01
Add_Rslt_s3[48],7.01
rst_n,7.01
_0069_,7
_0705_,7
_0931_,7
_2525_,7
net304,7
net306,7
net315,7
_0092_,6.98
_2159_,6.98
_3732_,6.98
_0715_,6.96
_2410_,6.96
_3342_,6.96
_3429_,6.96
_3650_,6.96
_1388_,6.92
LZA_CNT_s3[0],6.91
_0610_,6.9
_2631_,6.89
_2446_,6.88
_3194_,6.88
_0525_,6.86
_1063_,6.86
_2664_,6.86
_3123_,6.86
u_out_fmt.Result_out\[27\],6.84
_0264_,6.82
_0702_,6.82
_3703_,6.82
_2275_,6.8
Add_Rslt_s3[121],6.79
Add_Rslt_s3[31],6.79
Add_Rslt_s3[39],6.79
Add_Rslt_s3[86],6.79
MaxExp_s3[25],6.79
_0791_,6.78
_1326_,6.78
_2108_,6.78
_2636_,6.78
_0075_,6.76
_2947_,6.76
_3386_,6.76
_3771_,6.76
_0083_,6.74
net188,6.74
_3654_,6.73
_0477_,6.72
_0828_,6.72
_1591_,6.72
_2471_,6.72
_2487_,6.72
_2696_,6.72
_3153_,6.72
_3730_,6.72
u_out_fmt.Result_out\[5\],6.72
_3541_,6.69
_0101_,6.66
_2638_,6.66
_3176_,6.66
_3379_,6.655
_0085_,6.64
_0537_,6.64
_0703_,6.64
_1177_,6.64
_1338_,6.64
_1828_,6.64
_2499_,6.64
_2934_,6.64
_3434_,6.64
_0659_,6.62
_2190_,6.62
_1018_,6.6
_1575_,6.6
_1784_,6.6
_2132_,6.6
Add_Rslt_s3[108],6.57
MaxExp_s3[30],6.57
Result_sign_s3[0],6.57
_0456_,6.54
_2207_,6.54
_0024_,6.52
_0204_,6.52
_0432_,6.52
_1671_,6.52
_0313_,6.5
_1244_,6.5
_1886_,6.5
_3689_,6.5
Add_Rslt_s3[54],6.45
_0044_,6.44
_2129_,6.44
_0550_,6.42
_0640_,6.42
_0948_,6.42
_1369_,6.42
_2319_,6.42
_0561_,6.4
_1801_,6.4
_2007_,6.4
_3669_,6.4
_1265_,6.36
_2927_,6.36
_0753_,6.32
_0854_,6.32
_2645_,6.32
Add_Rslt_s3[95],6.31
LZA_CNT_s3[10],6.31
Prec_s3[0],6.31
_0005_,6.3
_0404_,6.3
_0409_,6.3
_0809_,6.3
_1613_,6.3
_2493_,6.3
_2568_,6.3
_1170_,6.28
_1700_,6.28
_2564_,6.27
_1254_,6.26
_1577_,6.26
_2274_,6.26
_2601_,6.26
_3152_,6.26
u_out_fmt.Result_out\[29\],6.26
Add_Rslt_s3[80],6.23
Result_out[16],6.21
Result_out[2],6.21
Result_out[51],6.21
Result_out[53],6.21
_2740_,6.2
_0521_,6.18
_2426_,6.18
_2816_,6.18
_1092_,6.16
_0903_,6.14
_1521_,6.14
_2940_,6.14
_2962_,6.14
Add_Rslt_s3[35],6.11
Add_Rslt_s3[51],6.11
Add_Rslt_s3[52],6.11
Add_Rslt_s3[25],6.09
Add_Rslt_s3[33],6.09
LZA_CNT_s3[5],6.09
_1024_,6.08
_3037_,6.08
_3250_,6.08
_3409_,6.08
_1948_,6.06
_2168_,6.06
_3217_,6.06
_3485_,6.06
_3716_,6.06
_2866_,6.04
net299,6.04
_2980_,6.02
_3090_,6.02
_0170_,5.98
_0923_,5.98
Add_Rslt_s3[113],5.97
Add_Rslt_s3[62],5.97
Add_Rslt_s3[9],5.97
LZA_CNT_s3[2],5.97
_0289_,5.96
_2958_,5.96
_3734_,5.96
_0864_,5.94
_2887_,5.935
_0104_,5.92
_3010_,5.92
_3251_,5.92
_3273_,5.9
u_out_fmt.Result_out\[43\],5.885
_1851_,5.88
_2624_,5.86
_0408_,5.84
_0590_,5.84
_1060_,5.84
_2106_,5.84
_2800_,5.84
_3134_,5.84
_3155_,5.84
_3430_,5.84
_2991_,5.835
_1969_,5.82
_0445_,5.8
_3254_,5.8
Add_Rslt_s3[156],5.77
Add_Rslt_s3[41],5.77
Add_Rslt_s3[73],5.77
_3473_,5.75
_0184_,5.74
_3252_,5.74
_0286_,5.72
_0839_,5.72
_0927_,5.72
_1450_,5.72
_1719_,5.72
_2372_,5.72
_3025_,5.72
_1682_,5.7
_1987_,5.7
_2655_,5.7
_1505_,5.68
_1637_,5.68
_2909_,5.68
Add_Rslt_s3[117],5.65
Add_Rslt_s3[114],5.63
Add_Rslt_s3[32],5.63
LZA_CNT_s3[15],5.63
_0103_,5.62
_1315_,5.62
_3232_,5.62
_3481_,5.62
_0944_,5.6
_3496_,5.6
_0285_,5.58
_0338_,5.58
_2618_,5.58
_2904_,5.58
_2963_,5.58
_3003_,5.58
_0913_,5.56
_1664_,5.56
_2273_,5.56
_3288_,5.56
u_out_fmt.Result_out\[39\],5.545
Result_out[14],5.53
Result_out[18],5.53
Result_out[23],5.53
Result_out[24],5.53
Result_out[30],5.53
Result_out[32],5.53
Result_out[39],5.53
Result_out[3],5.53
Result_out[43],5.53
Result_out[58],5.53
_0946_,5.52
_0974_,5.52
_1009_,5.52
_1311_,5.52
_1549_,5.52
_2266_,5.52
_0553_,5.5
_3157_,5.5
_3186_,5.5
_0196_,5.48
_1697_,5.48
_2797_,5.48
_3264_,5.48
_1831_,5.455
_2312_,5.435
_3083_,5.435
Add_Rslt_s3[123],5.41
Add_Rslt_s3[139],5.41
Add_Rslt_s3[40],5.41
Add_Rslt_s3[56],5.41
Add_Rslt_s3[66],5.41
_0819_,5.4
_2178_,5.4
_3149_,5.4
_3187_,5.39
_0385_,5.38
_0945_,5.38
_1044_,5.38
_1693_,5.38
_1905_,5.38
_2136_,5.38
_2827_,5.38
_2918_,5.38
_3219_,5.38
_3262_,5.38
_3272_,5.38
_3388_,5.38
_2856_,5.375
_0013_,5.36
_0281_,5.34
_0619_,5.34
_0626_,5.34
_0687_,5.34
_0804_,5.34
_1658_,5.34
_2847_,5.34
_3113_,5.34
Add_Rslt_s3[127],5.29
MaxExp_s3[20],5.29
Result_sign_s3[3],5.29
_0095_,5.28
_2112_,5.28
_2220_,5.28
_2848_,5.28
_2990_,5.28
_0416_,5.26
_1035_,5.26
_1175_,5.26
_1187_,5.26
_2141_,5.26
_2770_,5.26
_3045_,5.26
_3428_,5.26
_3773_,5.26
_3749_,5.25
_0334_,5.22
_0794_,5.22
_2891_,5.22
Result_out[5],5.19
_0457_,5.16
_2679_,5.16
_3482_,5.16
_1707_,5.14
_2571_,5.14
_3536_,5.14
_2903_,5.12
_2943_,5.12
_3012_,5.12
_2959_,5.1
Add_Rslt_s3[20],5.07
_0764_,5.06
_1163_,5.06
_0329_,5.04
_0339_,5.04
_1734_,5.04
_0513_,5.02
_2038_,5.02
_3653_,5.02
_3767_,5.02
_2391_,5
_3468_,4.97
Add_Rslt_s3[15],4.95
Add_Rslt_s3[78],4.95
Add_Rslt_s3[88],4.95
LZA_CNT_s3[14],4.95
_0110_,4.94
_0136_,4.94
_1269_,4.94
_2460_,4.94
_3124_,4.94
_0759_,4.92
_1039_,4.92
_1098_,4.92
_1167_,4.92
_1334_,4.92
_1915_,4.92
_2031_,4.92
_2113_,4.92
_2128_,4.92
_2253_,4.92
_2302_,4.92
_2337_,4.92
_2782_,4.92
_2906_,4.92
_2969_,4.92
_0057_,4.88
_0658_,4.88
_0797_,4.88
_2163_,4.88
_2277_,4.88
_2629_,4.88
_3095_,4.88
_3645_,4.88
Result_out[26],4.85
Result_out[31],4.85
Result_out[37],4.85
Result_out[48],4.85
Result_out[4],4.85
Result_out[60],4.85
Result_out[9],4.85
Result_sign_out,4.85
_2259_,4.83
_0730_,4.82
_1558_,4.82
_1599_,4.82
_2389_,4.82
_3052_,4.82
_3783_,4.82
_0028_,4.8
_0042_,4.8
_0344_,4.8
_0584_,4.8
_0910_,4.8
_0916_,4.8
_1076_,4.8
_1282_,4.8
_1830_,4.8
_1865_,4.8
_2330_,4.8
_3516_,4.8
_2676_,4.78
_2859_,4.775
_0904_,4.765
_3726_,4.76
Add_Rslt_s3[11],4.73
Add_Rslt_s3[47],4.73
Add_Rslt_s3[74],4.73
Add_Rslt_s3[81],4.73
_1036_,4.7
_1675_,4.7
_2517_,4.7
_3265_,4.7
_0357_,4.68
_2355_,4.68
_3304_,4.68
_1128_,4.66
_1390_,4.66
_1565_,4.66
_3705_,4.64
Add_Rslt_s3[132],4.61
Add_Rslt_s3[53],4.61
_0406_,4.6
_0887_,4.6
_0963_,4.6
_1802_,4.6
_2950_,4.6
_3195_,4.58
_0688_,4.56
_2439_,4.56
_2304_,4.545
_1364_,4.54
_2921_,4.54
_0305_,4.48
_1336_,4.48
_2589_,4.48
_2833_,4.48
_2864_,4.48
_2998_,4.48
_3002_,4.48
_3753_,4.48
_0631_,4.46
_0914_,4.46
_0992_,4.46
_1360_,4.46
_1496_,4.46
_2188_,4.46
_2602_,4.46
_2772_,4.46
_2953_,4.46
_3009_,4.46
_3648_,4.46
u_out_fmt.Result_out\[7\],4.46
_0171_,4.435
_3739_,4.42
u_out_fmt.Result_out\[53\],4.42
Add_Rslt_s3[79],4.39
Result_out[45],4.39
Valid_out[0],4.39
_1402_,4.36
_2744_,4.36
_3026_,4.36
_0333_,4.34
_0376_,4.34
_0607_,4.34
_1245_,4.34
_1561_,4.34
_1609_,4.34
_1720_,4.34
_2357_,4.34
_2422_,4.34
_2455_,4.34
_2612_,4.34
_2684_,4.34
_2814_,4.34
Add_Rslt_s3[34],4.27
Add_Rslt_s3[93],4.27
Add_Rslt_s3[96],4.27
Add_Rslt_s3[99],4.27
LZA_CNT_s3[9],4.27
u_out_fmt.Result_out\[20\],4.265
_1553_,4.24
_3198_,4.24
_3203_,4.24
_3727_,4.24
_0352_,4.22
_2695_,4.22
_3419_,4.22
_2147_,4.2
_2543_,4.2
_2877_,4.2
_3245_,4.2
_3259_,4.2
_2345_,4.145
_0036_,4.14
_0314_,4.14
_1725_,4.14
_2092_,4.14
_0045_,4.13
_3193_,4.12
_2928_,4.1
u_out_fmt.Result_out\[8\],4.1
u_out_fmt.Result_out\[9\],4.1
_2475_,4.06
_0466_,4.02
_0907_,4.02
_1998_,4.02
_3774_,4.02
_0323_,4
_0510_,4
_1160_,4
_1284_,4
_1394_,4
_1407_,4
_1497_,4
_1679_,4
_2126_,4
_2135_,4
_2693_,4
_3271_,4
_3431_,4
net276,4
net292,4
_1996_,3.98
_2547_,3.98
Add_Rslt_s3[104],3.93
Add_Rslt_s3[112],3.93
Add_Rslt_s3[136],3.93
LZA_CNT_s3[8],3.93
_0032_,3.9
_0855_,3.9
_2114_,3.9
_0066_,3.88
_0097_,3.88
_0596_,3.88
_0621_,3.88
_1014_,3.88
_1323_,3.88
_1382_,3.88
_1891_,3.88
_2058_,3.88
_2066_,3.88
_2715_,3.88
_2778_,3.88
_2844_,3.88
_3094_,3.88
_3148_,3.88
_3258_,3.88
_3573_,3.88
_3729_,3.88
_1715_,3.86
_0562_,3.78
_1529_,3.78
_1994_,3.78
_2005_,3.78
_2225_,3.78
_2333_,3.78
_2874_,3.78
_0806_,3.76
_3244_,3.76
_1689_,3.74
_2885_,3.74
_0667_,3.68
_1516_,3.68
_1584_,3.68
_1607_,3.68
_1873_,3.68
_2242_,3.68
_2405_,3.68
_2727_,3.68
_3039_,3.68
_3101_,3.68
_3191_,3.68
_3723_,3.68
u_out_fmt.Result_out\[41\],3.66
_2729_,3.64
_2761_,3.64
_3391_,3.64
_3738_,3.64
net322,3.64
_0611_,3.56
_1094_,3.56
_1201_,3.56
_1398_,3.56
_2171_,3.56
_2229_,3.56
_2488_,3.56
_2608_,3.56
_2722_,3.56
_2768_,3.56
_2870_,3.56
_3270_,3.56
_3682_,3.56
_3699_,3.56
net312,3.56
_0039_,3.54
_0354_,3.54
_0796_,3.54
_1449_,3.54
_1484_,3.54
_2250_,3.54
_2457_,3.54
_2789_,3.54
_3004_,3.54
_3725_,3.54
_3737_,3.54
u_out_fmt.Result_out\[45\],3.54
_0869_,3.52
_0340_,3.44
_1712_,3.44
_1782_,3.44
_3733_,3.44
_0873_,3.42
_0990_,3.42
_1212_,3.42
_1571_,3.42
_1600_,3.42
_1890_,3.42
_2764_,3.42
_2796_,3.42
_2852_,3.42
_3076_,3.42
_3475_,3.42
net270,3.42
_1130_,3.32
_1438_,3.32
_2346_,3.32
_2267_,3.3
_0274_,3.22
_0628_,3.22
_1012_,3.22
_1249_,3.22
_1372_,3.22
_2212_,3.22
_2970_,3.22
_3197_,3.22
_0000_,3.2
_0047_,3.2
_1452_,3.2
_1796_,3.2
net269,3.2
_3089_,3.105
_0174_,3.1
_0888_,3.1
_1610_,3.1
_2981_,3.1
_3061_,3.1
_3087_,3.1
_3769_,3.1
u_out_fmt.Result_out\[18\],3.1
u_out_fmt.Result_out\[6\],3.1
_0210_,3.08
_0486_,3.08
_0905_,3.08
_1295_,3.08
_1810_,3.08
_2119_,3.08
_2183_,3.08
_2286_,3.08
_2341_,3.08
_2931_,3.08
_3073_,3.08
_3125_,3.08
_3274_,3.08
_3413_,3.08
u_out_fmt.Result_out\[4\],3.08
_2069_,3.04
_2276_,2.98
_2737_,2.98
net298,2.98
_0064_,2.96
_0875_,2.96
_1251_,2.96
_1480_,2.96
_1504_,2.96
_1631_,2.96
_1650_,2.96
_2338_,2.96
_2598_,2.96
_2975_,2.96
_3077_,2.96
_3133_,2.96
u_out_fmt.Result_out\[19\],2.96
net290,2.96
_0166_,2.935
_1806_,2.86
_1903_,2.86
_0247_,2.84
_2156_,2.84
_3470_,2.79
_0568_,2.76
_0633_,2.76
_0968_,2.76
_1144_,2.76
_1219_,2.76
_1256_,2.76
_1278_,2.76
_1392_,2.76
_1746_,2.76
_1893_,2.76
_1897_,2.76
_2020_,2.76
_2082_,2.76
_2221_,2.76
_2232_,2.76
_2237_,2.76
_2249_,2.76
_2262_,2.76
_2324_,2.76
_2468_,2.76
_2577_,2.76
_2673_,2.76
_2705_,2.76
_2954_,2.76
_2985_,2.76
_3085_,2.76
_3114_,2.76
_3183_,2.76
_3188_,2.76
_3381_,2.76
_3406_,2.76
_3411_,2.76
_0012_,2.74
_2825_,2.74
_2875_,2.74
_3255_,2.74
u_out_fmt.Result_out\[11\],2.74
u_out_fmt.Result_out\[54\],2.74
_1464_,2.72
_2228_,2.72
_2310_,2.72
_0890_,2.64
_1622_,2.64
_1816_,2.64
_2503_,2.64
_2854_,2.64
_0029_,2.62
_0429_,2.62
_0805_,2.62
_0812_,2.62
_0953_,2.62
_1020_,2.62
_1086_,2.62
_1272_,2.62
_1301_,2.62
_1339_,2.62
_1751_,2.62
_2014_,2.62
_2125_,2.62
_2364_,2.62
_2579_,2.62
net318,2.62
_1123_,2.535
_0282_,2.52
_0856_,2.52
_2140_,2.52
_2244_,2.52
_2596_,2.52
_3263_,2.52
_0009_,2.5
_0019_,2.5
_1046_,2.5
_1446_,2.5
_1500_,2.5
_1668_,2.5
_1847_,2.5
_1982_,2.5
_2334_,2.5
_2339_,2.5
_2393_,2.5
_3643_,2.5
_3731_,2.5
_3735_,2.5
_3763_,2.5
net274,2.5
_0539_,2.4
_1919_,2.4
_2280_,2.4
_3075_,2.4
_2223_,2.35
_0372_,2.3
_0645_,2.3
_0672_,2.3
_0987_,2.3
_1041_,2.3
_1115_,2.3
_1235_,2.3
_2027_,2.3
_2294_,2.3
_2331_,2.3
_2348_,2.3
_2368_,2.3
_2554_,2.3
_2563_,2.3
_2585_,2.3
_2748_,2.3
_2986_,2.3
_3200_,2.3
net308,2.3
_2201_,2.285
_1690_,2.28
u_out_fmt.Result_out\[25\],2.28
_2736_,2.185
_0016_,2.18
_0022_,2.18
_0936_,2.18
_1056_,2.18
_1292_,2.18
_1474_,2.18
_1476_,2.18
_1867_,2.18
_1978_,2.18
_2211_,2.18
_2353_,2.18
_2591_,2.18
u_out_fmt.Result_out\[17\],2.18
_0616_,2.16
_0691_,2.16
_0930_,2.16
_1007_,2.16
_1185_,2.16
_1228_,2.16
_1274_,2.16
_1581_,2.16
_1845_,2.16
_1940_,2.16
_2169_,2.16
_2206_,2.16
_2298_,2.16
_2434_,2.16
_2605_,2.16
_2650_,2.16
_2700_,2.16
_2820_,2.16
_2941_,2.16
_2949_,2.16
_3181_,2.16
_3269_,2.16
_3286_,2.16
_3778_,2.16
_2973_,2.06
_0079_,2.04
_1756_,2.04
_0070_,2.03
_1259_,1.94
_1313_,1.94
_1876_,1.94
_2009_,1.94
_2037_,1.94
_2358_,1.94
_0382_,1.84
_0638_,1.84
_0670_,1.84
_0693_,1.84
_0985_,1.84
_1028_,1.84
_1207_,1.84
_1209_,1.84
_1248_,1.84
_1404_,1.84
_1722_,1.84
_1744_,1.84
_1926_,1.84
_1942_,1.84
_2079_,1.84
_2154_,1.84
_3092_,1.84
_3104_,1.84
_3373_,1.84
_1821_,1.82
_2315_,1.82
_3275_,1.82
_0750_,1.72
_1267_,1.72
_1866_,1.72
_2371_,1.72
_2883_,1.72
_3728_,1.72
_0051_,1.7
_0860_,1.7
_1072_,1.7
_1305_,1.7
_2124_,1.7
_2573_,1.7
_2753_,1.7
_3189_,1.7
_3260_,1.7
_3283_,1.7
_3788_,1.7
net316,1.7
_1792_,1.48
_2006_,1.48
_2040_,1.48
_2077_,1.48
_2103_,1.48
_2335_,1.48
_2712_,1.48
_3143_,1.48
_1058_,1.38
_2148_,1.38
_2167_,1.38
_2574_,1.38
_3008_,1.38
_3020_,1.38
_3055_,1.38
_3146_,1.38
_0368_,1.36
_1514_,1.36
_1662_,1.36
u_out_fmt.Result_out\[23\],1.36
u_out_fmt.Result_out\[63\],1.36
_0078_,1.26
_0163_,1.26
_0431_,1.26
_1951_,1.26
_2424_,1.26
_3081_,1.26
_3464_,1.14
u_out_fmt.Result_out\[31\],1.085
_1317_,1.02
_1528_,1.02
_2072_,1.02
_2386_,1.02
_0054_,0.92
_0597_,0.92
_1161_,0.92
_1586_,0.92
_1911_,0.92
_1931_,0.92
_2097_,0.92
_2614_,0.92
_2939_,0.92
_3142_,0.92
_1884_,0.8
_2411_,0.8
_2416_,0.8
_3261_,0.8
_3740_,0.8
_0030_,0.46
_0829_,0.46
_2283_,0.46
_3210_,0.46
_3253_,0.46
